ClientName,ProjectName,PinNumber
CitiusTech Inc.,Effort estimation for e-learning development,US/21712/33976
Moevenpick Hotels & Resorts,Effort estimation for end-to-end content development,CH/21731/34011
International Organization for Migration,IOM Effort Estimation,CH/21758/34084
Weyerhaeuser,Weyerhaeuser Effort Estimation,US/21772/34141
Westinghouse Electric Company,Westinghouse Electric Effort Estimation,US/21776/34153
HM Clause,HM Clause - Pilot and Cost Proposal,US/21784/34169
National Retail Foundation,NRF - Instructional design work on ILT & WBT,US/21855/34371
Publicis Media,Publicis Media Effort Estimation,US/31865/44415
World Health Organisation,RFP for e-Learning content development for WHO,CH/31871/44430
World Health Organisation,RFP for e-Learning content development for WHO,CH/31871/44560
"New Market Solutions, LLC",New Market Solutions Effort Estimation ,US/31899/44539
Vista Consulting Group,VCG Effort Estimation,US/41950/54669
Access Health Care Physicians,Effort estimation for eLearning content development,US/41969/54793
Xilinx ,Xilinx Effort Estimation,US/41987/54810
Minnesota Department of Health,RFP of eLearning content development,US/42003/54843
World Health Organization,RFP for e-Learning content development for WHO,CH/42023/54927
World Health Organization,RFP for e-Learning content development for WHO,CH/42023/54936
PointClickCare,Effort estimation for development of a course,CA/42045/54984
University of Washington,RFP for eLearning module development,US/42047/54993
Fox Valley Technical College,Effort estimation for development of online courses,US/42053/55011
UNIDO,RFP for eLearning module development,AT/42057/55023
Wisconsin Technical College Systems,RFP for eLearning module development,US/42059/55024
Sudler & Hennessey,Quotation 3 Projects,GB/1166/1455
Sudler & Hennessey,Lymphoma sales coaching tool,GB/1166/1540
Sudler & Hennessey,Leukaemia e-learning,GB/1166/1719
Sudler & Hennessey,Nintedanib project,GB/1166/1766
Sudler & Hennessey,Nintedanib Rep Sales Tool,GB/1166/1845
Sudler & Hennessey,Prostap eLearning,GB/1166/1901
Sudler & Hennessey,Shire ADULT LDX eLearning Academy,GB/1166/2033
Sudler & Hennessey,Volasertib Module 2 FAST TRACK,GB/1166/2038
Sudler & Hennessey,Volasertib E-learning Module 3,GB/1166/2247
Sudler & Hennessey,3 Projects,GB/1166/2229
Sudler & Hennessey,Sales Toolbox,GB/1166/2353
Sudler & Hennessey,App tech changes,GB/1166/2431
Sudler & Hennessey,Volasertib virtual classroom 2,GB/1166/2539
Sudler & Hennessey,Volasertib module 4 Estimation,GB/1166/2585
Sudler & Hennessey,Prevenar 13 eLearning,GB/1166/22839
Patheon,Patheon POC & Effort Estimation,US/21536/33161
Molnlycke Health Care,Molnlycke Effort Estimation,SE/21540/33166
Quinnipiac University,Quinnipiac Effort Estimation,US/21544/33200
Idexx Laboratories,Idexx Laboratories Effort Estimation,US/21571/33341
Idexx Laboratories,Idexx- Kidney Guide Translation project,US/21571/33342
AGFA Health Care,AGFA HealthCare POC & Effort Estimation,DE/21713/33972
Clinical Innovations,Clinical Innovations-Approach for Kiwi.,US/21753/34058
Clinical Innovations,Effort Estimation for courses on four product trainings.,US/21753/34109
Association for Career and Technical Education,Effort Estimation for refurbishing Core 101 course,US/21756/34079
"Regeneron Pharmaceuticals, Inc.",RFPfor custom e-learning development for Regeneron Pharmaceuticals,US/21780/34159
BioPharma Institute,Biopharma Institute - Effort Estimation.,US/21824/34284
Greenhouse Gas Management Institute,Effort estimation for Localization of 6-10 captivate modules.,US/21838/34336
KBC Health and Safety,Conversion of 3 CBT courses into e-learning,ZA/31862/44393
University Of Maryland College,RFP - University of Maryland University College (Learning Content Development Services),US/31885/44479
QIAGEN,Effort Estimation for development in Lectora,DE/41941/54644
"ZipEdTech, LLC",Effort estimation of 3 Courses.,US/41948/54662
Ipsos,Generation Ipsos - Entry level Repurposing,FR/42014/54890
NetExpat SA,Development of a 30min course,BE/42028/54939
Genpact,Redesign SOPs,IN/1043/33283
Genpact,Pre-Sales Activities Genpact,IN/1043/23002
Genpact,Learning Transformation at Genpact,IN/1043/33810
Genpact,Gamification ,IN/1043/34239
Genpact,BB Assessment,IN/1043/34262
Genpact,Scenario Based Questionnaire,IN/1043/34263
Genpact,e-HR BootCamp,IN/1043/44391
Genpact,SOP Formatting,IN/1043/33340
Genpact,Voice Over Artist Requirement,IN/1043/33366
Genpact,Create e-Learning Modules,IN/1043/33437
MoneyGram,Create Youtube Videos,US/1091/33331
MoneyGram,PPT Enhancement for MGI,US/1091/33211
Philips Lighting,e-Learning on Personal Effectiveness Training,NL/1107/34121
Red Flag Group,e-Learning Development,US/1156/54796
Philips Healthcare,e-learning Modules of New Hire Training,US/1211/34180
Audi of America,RFP-Flash to HTML Conversion,US/1360/33432
Asian Productivity Organization,e-Course on On Green Productivity and Integrated Management Systems,JP/21577/34300
Asian Productivity Organization,Custom Content Development,JP/21577/33362
Western Union,Create e-Course on Compliance,IE/21593/33410
Aon Hewitt,Global Pre-Sales PIN,US/21594/33848
Aon Hewitt,Remake of some content,US/21594/33878
Aon Hewitt,RFP - Enhancing Domain Efficiency ,US/21594/33411
Philips University,e-Learning Refresher for Basic Understanding of Pricing,IN/21686/44554
Philips University,e-Learning Course on Neuro,IN/21686/44556
Philips University,001 IntelliVue and IntelliBridge,IN/21686/34032
Philips University,002-Instructional Designer Required,IN/21686/34033
Philips University,002-NPI Development Plan,IN/21686/34039
Philips University,004-PCMS-Two Modules Development,IN/21686/34090
Philips University,005-PCMS-5th Module Development,IN/21686/34091
Philips University,006-PCMS-V60 2.20 Software Upgrades Course,IN/21686/34120
Philips University,007-Philips Excellence Refresher Project,IN/21686/34204
Philips University,Re-creation of Legal Compliance Course,IN/21686/34247
Philips University,PCMS - Advanced Networking Services e-Course,IN/21686/34299
Philips University,e-Module-Sharpening Marketing Claims,IN/21686/34333
Philips University,Quality Awareness Prgram Learning Objects Development,IN/21686/34346
Philips University,Personal Effectiveness Cue Card Frameowrk Development,IN/21686/34347
Philips University,NPI-01-CombiDiagnost R90,IN/21686/34350
Philips University,e-Learning-Healthy People Sustainable Planet,IN/21686/34356
Philips University,01-Video Shoot,IN/21686/34357
Philips University,Team Performance and Collaboration toolkit Courses,IN/21686/44419
Philips University,e-Learning Tool for Competitive Strategies,IN/21686/44475
Philips University,e-Learning Course for EPIQ & Affiniti(Ultrasound),IN/21686/44476
Philips University,Game Based Course for Allura R9,IN/21686/44514
Philips University,V800 eLearning course ware,IN/21686/44550
Philips University,PCMS Series - SOLiD CPM and SA Framekwork,IN/21686/54639
Philips University,Internal Audit Cue card,IN/21686/54734
Philips University,VAS & Technical Solutions app Requirements,IN/21686/54763
Philips University,Sample for the new RFP from the PU (New Organization Culture),IN/21686/54795
Philips University,Refresher e-Learninng for SPO2,IN/21686/54965
Philips University,Intellivue & Efficia - Sales & Quotation Guide,IN/21686/54966
eLearning Mind,Subcontracting Engagement,US/1232/34136
Fulcrum Labs,RFP for animation and video editorial ,US/21719/33983
Hands-On-Learning,Content migration from indesign to online platform,US/21744/34046
BOMI International,Migration of courses from Captivate 6.0 to 8.0,US/21795/34323
BOMI International,Conversion of coursebook from print format to .epub format,US/21795/54836
BOMI International,BOMI RFP,US/21795/34200
Red Vector,"POC and effort estimation on  ""Safe Backing for Large Vehicles"" ",US/21805/34229
InfusionSoft,POC development and effort estimation,US/21810/34248
ServiceNow,Development of POC,US/21818/34264
ServiceNow,Effort estimation for media production for two type of courses ,US/21818/44523
CH2M,Effort estimation for development of an e-learning course,US/21839/34337
YTS Consulting LLC,Effort estimation for media production of an e-learning course,US/41936/54704
Hammer3D,Effort estimation for development of an e-learning course,AE/41939/54641
Hewlett-Packard,Content for assessment application,US/21629/33549
Hong Leong Bank,Curriculum transformation for new hires,MY/21646/33641
Air Canada,Resourcing request - Aviation SME,CA/21648/33648
Onyx Online Learning,eLearning rate card for Onyx Learning,BE/21664/33741
Centennial College,e-Courses for Academic English,HK/21666/33756
EcoVadis,CSR - eCourse Customization,FR/21690/33861
Ricoh Americas Corporation,Understanding Higher Education segment,US/21696/33891
Ricoh Americas Corporation,Proto Development for e-Course,US/21696/33905
Ricoh Americas Corporation,Federal Order Compliance,US/21696/33969
Ricoh Americas Corporation,Federal Pricing - eLearning,US/21696/34257
UPS Capital,e-Course development for sales people,US/21698/33904
Philip Morris International,RFQ from Philip Morris International,US/21711/33959
Philip Morris International,RFQ from Philip Morris International,CH/21711/33960
Maersk Line,Learning Design Consultancy Tool,IN/21769/34133
Maersk Line,Video development - CMD System,IN/21769/34242
Continental Tires,RFP from Continental Tires,DE/21787/54888
Kohler,Content for Plumbers,IN/21846/34359
Almarai,Localization of Course,AE/21859/34379
Honda Cars India Ltd.,End to End Content Creation,IN/31880/44466
Beam Suntory,Online Training on Recruitment Process,ES/21745/34048
NCB,content development,KW/21748/34102
Spike NL,content development,NL/21764/34106
Mosaic Learning,content development,IT/21765/34107
Electrolux,eCourse on Induction program,SE/41984/54801
Volvo Eicher,Learning Approach Note & Proof of Concept,IN/42042/54979
iQuanti,Effort Estimation for a 1 hour course in Storyline,US/21803/34225
BOARD International,Development of POC for Board,CH/21834/34313
Availity,Development of POC for Availity,US/31877/44442
Availity,Availity - Effort Estimation for the development of the complete course,US/31877/54625
Gate Gourmet,Gate Gourmet- Proposal submission for refurbishing of an existing course,CH/31884/44487
Viking Cruises,POC - Making Updates in two courses developed in Storyline,US/31893/44507
The European Institute of Purchasing Management,RFQ from EIPM,FR/31908/54733
"Pugs, Inc.","Pugs, Inc. - Effort Estimation of a sample training document",US/31920/44600
SR Technics,Development of POC for SR Technics,CH/41951/54677
Smartmatic,Development of paid pilot on the topic of Election Basic Concepts,GB/41955/54699
Ingram Micro,Development of an e-learning course in Storyline,US/42021/54923
Ingram Micro,Ingram Micro - Effort Estimation for the development of an eLearning course,US/42021/55007
"Integrated Project Management Company, Inc.",IPM Inc - Effort Estimation for the development of an eLearning course,US/42032/54948
SAEI,Request from Quotation from SAEI,SA/42034/54954
Smartmatic,Development of a paid pilot on the topic of Election Basic Concepts,GB/41955/54712
Sealed air diversey care,Effort estimation for development of six courses,US/21856/34373
Infinity Group,Effort Estimation of an e-learning module(nuevo burofax),ES/31919/44599
Kubota Corporation,Development of POC,JP/41937/54630
The Toro Company,Basic Hydraulics Training,US/41956/54715
Tennant Company,Translation and Localization,US/42002/54841
SES Satellites,Effort Estimationfor development of video-based elearning course,LU/42009/54878
LOreal USA,POC Development for hairdressers education,US/42043/54980
Booz Allen Hamilton,New Hire Orientation,US/42049/54996
IRU Academy,IRUATenderContent,CH/21751/34057
FIATA,FIATAcontent,CH/21754/34060
Axial ,First aid course for Axial,AU/21800/34213
DSCI,DSCI content re development,IN/21844/44502
L&T - IPM,RFP -Content,IN/41972/54764
Eon,Eon Onboarding program,PH/41978/54788
Energy-Future,Media Dev ,GB/42000/54951
Mahindra & Mahindra Financial Services Sector,Mahindra Rise,IN/21725/33998
Bajaj Allianz General Insurance,gamification module for existing customers,IN/21746/34049
RBL Bank,Requirement of ID resource,IN/21755/34065
RBL Bank,Game on competencies and values,IN/21755/44427
RBL Bank,BUDDY Process e module,IN/21755/44573
Anand Group,To develop elearning module for HR code of Conduct,IN/21767/34113
Anand Group,Content creation and development of POSH module,IN/21767/34114
Tata Motors,"E Module for Internal Audit, risk and ethics",IN/21809/34245
Tata Motors,ESO e module,IN/21809/34310
Tata Motors,module on Mint 3,IN/21809/34329
Tata Motors,Business Analytics,IN/21809/34368
Tata Motors,Cluster Training Pilot,IN/21809/44547
PNB MetLife,Digitisation of Code of conduct Module,IN/21817/34261
IDFC,Module on operational risk,IN/21823/34283
IDFC,culture revitalization,IN/21823/54643
IDFC,Scenario Based simulations for offline processes,IN/21823/54725
Emirates NBD,e learning module on social media,AE/21829/34306
Emirates NBD,e learning module on i procure,AE/21829/34322
Relaxo footwears limited,Content creation and development of 7 modules,IN/21833/34317
voltas,Modules on Safety,IN/21835/34318
Godrej properties Ltd.,e module for contract managers,IN/21848/34362
Aditya Brla,IPR virtual museum,IN/21853/34375
Omkar Builders,E modules on Regulations,IN/31868/44425
National bank of Oman,Conversion of 2 e modules to HTMl5,OM/31869/44426
Tata AIG,E -learning module in 3D,IN/31894/44512
Tata AIG,Road Safety App - CSR initiative,IN/31894/54833
Honeywell,e module on EVance Facility Management,IN/31911/44574
United Spirits,Anti Corruption e module,IN/41985/54802
Larsen & Toubro Limited ,Content for 30 hours,IN/41999/54897
Star TV,Compliance gamification module,IN/42020/54918
Star TV,Module on Standard Practices,IN/42020/54957
Telenor India,CCD for Business Analytics Training,IN/21724/33999
Nasscom,Need Customised Induction Training Program ,IN/21736/34025
Colep,Technical proposal for Sales and Negotiation Training Program,PT/31926/44611
GAC Group,GAC People and Organization,AE/42007/54877
Kuehne Nagel,Effort estimation for Global Seafreight Training Overview,CH/42016/54953
Kuehne Nagel,Software Training Sample Request,CH/42016/54893
Gem Advertising & Publications,College of North Atlantic - Qatar-,QA/21801/34216
AL-ELM Information Security,CCD KSA Govt. Topics,SA/21802/44458
"Department of Technical Education, West Bengal",Development of eLearning Content in Lines with the syllabi of Diploma in Engg/Tech,IN/42038/54964
ITC Foods Ltd,Custom Content Development for ITC Food Division,IN/21770/34134
Hindustan Unilever,UniCode & Perfect Assortment ,IN/21775/34149
Hindustan Unilever,Perfect Assortment,IN/21775/34278
Karnataka Co-operative Milk Pruducers Federations ,KMF content development - Cheese manufacturing,IN/21797/34202
Microland Limited,New employee Orientation - Corp.Overview,IN/21812/34249
Nestle India,Nestle Corporate Business Principles,IN/21814/34254
Nestle India,EGMP Collateral,IN/21814/44467
Colgate-Palmolive (India) Ltd.,WhiteBoard Animations video on Competencies,IN/21821/34268
Hindustan Unilever Limited-Lucknow,Responsible Business Partner Policy,IN/21826/34291
Avon,Induction and product Training,IN/21851/34369
Reckitt Benckiser (India) Ltd,Sales Excellence,IN/21852/34370
Future Group,Induction,IN/31863/44399
ETASHA Society,Train the Trainer,IN/31915/44592
Marico Industries Ltd.,TSO Induction,IN/31916/44593
URC University Research Co. India Pvt. Ltd. ,RFP,IN/41942/54645
Sony India Software Center Private Limited,Anti Bribery,IN/41994/54827
Tata Sky- Delhi,CCO training Video,IN/42036/54963
Lumina Datamatics Ltd.,Activity Based,IN/42039/54970
Avon - Sumit,Online order training,IN/42055/55019
